typo	tf	df	sdf	correct	tf	df	sdf
ekistra	0	0	0	ekstra	64	54	149
labaratuvar	0	0	0	laboratuvar	13	13	22
taşaron	0	0	0	taşeron	0	0	0
florasan	0	0	0	floresan	1	1	1
menecer	0	0	0	menajer	106	93	688
poaça	0	0	0	poğaça	6	6	32
distribitör	0	0	0	distribütör	0	0	6
görseller	0	0	0	görüntüler	72	66	221
parağraf	0	0	0	paragraf	0	0	2
alarım	0	0	0	alarm	30	28	29
celatin	0	0	0	jelatin	0	0	4
supab	0	0	0	supap	0	0	0
azemi	0	0	0	azami	0	0	0
şifai	0	0	0	şifahi	2	2	2
tenbih	0	0	0	tembih	10	10	22
arabeks	0	0	0	arabesk	117	86	125
tanpon	0	0	0	tampon	1	1	2
tiyo	0	0	0	tüyo	2	2	6
atmasyon	0	0	0	uydurma	1	1	6
ultimatom	0	0	0	ültimatom	0	0	1
hoporlör	0	0	0	hoparlör	0	0	3
uydurmasyon	0	0	0	uydurma	1	1	6
gazte	0	0	0	gazete	157	135	1572
santranç	0	0	0	satranç	5	3	4
şemşiye	0	0	0	şemsiye	10	7	13
gravat	0	0	0	kravat	29	27	61
kurdale	0	0	0	kurdele	13	7	17
kollektif	0	0	0	kolektif	2	2	2
halisinasyon	0	0	0	halüsinasyon	0	0	0
asvalt	0	0	0	asfalt	0	0	13
süprüz	0	0	0	sürpriz	802	585	856
kolanya	0	0	0	kolonya	2	2	12
ansımak	0	0	0	anımsamak	1	1	1
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	0	0	0
kokreç	0	0	0	kokoreç	97	94	99
döndermek	0	0	0	döndürmek	3	3	3
egsantrik	0	0	0	eksantrik	0	0	0
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	1
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	51	49	64
cenderme	0	0	0	jandarma	20	15	24
duymamazlık	0	0	0	duymazlık	0	0	0
harfiyat	0	0	0	hafriyat	0	0	0
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	52	38	93
düyüm	0	0	0	düğüm	1	1	7
leyen	0	0	0	leğen	0	0	1
satlık	0	0	0	satılık	37	34	34
ukele	0	0	0	ukala	52	38	93
hakkaten	0	0	0	hakikaten	45	44	44
püsküvüt	0	0	0	bisküvi	13	13	13
prooram	0	0	0	program	846	663	1717
opsayd	0	0	0	ofsayt	1	1	3
miğde	0	0	0	mide	58	51	198
müracat	0	0	0	müracaat	19	18	19
tenbel	0	0	0	tembel	29	19	37
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	5	5	5
fullemek	0	0	0	doldurmak	23	23	24
bilmemezlik	0	0	0	bilmezlik	0	0	1
mürettebatlar	0	0	0	mürettebat	0	0	4
aşşağı	0	0	0	aşağı	53	52	248
mürüvet	0	0	0	mürüvvet	0	0	1
gometri	0	0	0	geometri	0	0	5
valeybol	0	0	0	voleybol	38	31	46
aşırmasyon	0	0	0	aşırma	4	2	3
arozöz	0	0	0	arazöz	0	0	0
laboratuar	0	0	0	laboratuvar	13	13	22
konsansüs	0	0	0	konsensüs	0	0	0
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	2	2	4
askari	0	0	0	asgari	17	9	9
amartisör	0	0	0	amortisör	0	0	1
kitlemek	0	0	0	kilitlemek	0	0	0
tahüt	0	0	0	taahüt	0	0	0
oğustos	0	0	0	ağustos	300	229	341
mütaakip	0	0	0	müteakip	1	1	1
tafsiye	0	0	0	tavsiye	87	84	153
komidin	0	0	0	komodin	0	0	4
matamatik	0	0	0	matematik	17	16	20
nötür	0	0	0	nötr	0	0	0
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	66	59	228
ciyer	0	0	0	ciğer	166	157	281
kollej	0	0	0	kolej	16	15	98
palyanço	0	0	0	palyaço	13	13	32
amaciyle	0	0	0	amacıyla	188	178	178
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	191	169	191
eyitim	0	0	0	eğitim	421	338	603
takikardi	0	0	0	taşikardi	1	1	1
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	4	4	4
romörkör	0	0	0	römorkör	0	0	0
şöför	0	0	0	şoför	66	64	211
eşortman	0	0	0	eşofman	25	21	39
pattiz	0	0	0	patates	494	433	496
erezyon	0	0	0	erozyon	0	0	10
kiprik	0	0	0	kirpik	1	1	5
kavonoz	0	0	0	kavanoz	6	6	10
ağostos	0	0	0	ağustos	300	229	341
tükrük	0	0	0	tükürük	0	0	0
menapoz	0	0	0	menopoz	0	0	3
bugünki	0	0	0	bugünkü	142	142	142
kominist	0	0	0	komünist	11	10	10
fites	0	0	0	vites	4	4	5
şayibe	0	0	0	şaibe	0	0	4
nalet	0	0	0	lanet	13	12	21
felan	0	0	0	falan	157	135	138
ziğnet	0	0	0	ziynet	9	6	6
aşofman	0	0	0	eşofman	25	21	39
anartar	0	0	0	anahtar	9	8	49
çukolata	0	0	0	çikolata	452	358	657
sitriptiz	0	0	0	striptiz	35	19	22
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	38	31	46
tasviye	0	0	0	tasfiye	0	0	0
ilüzyon	0	0	0	illüzyon	0	0	17
egzost	0	0	0	egzoz	6	6	6
şindi	0	0	0	şimdi	2382	1615	2313
sovan	0	0	0	soğan	243	197	302
tasfir	0	0	0	tasvir	2	2	2
birhaber	0	0	0	bihaber	2	2	3
kanpanya	0	0	0	kampanya	72	54	191
riks	0	0	0	risk	31	30	94
variyetli	0	0	0	zengin	1102	802	1004
tahamül	0	0	0	tahammül	37	37	60
müsbet	0	0	0	müspet	0	0	0
antiparantez	0	0	0	antrparantez	0	0	0
acizane	0	0	0	naçizane	13	13	13
tolorans	0	0	0	tolerans	3	3	6
tanımamazlık	0	0	0	tanımazlık	0	0	2
deynek	0	0	0	değnek	1	1	12
masus	0	0	0	mahsus	12	12	14
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	3
ezzane	0	0	0	eczane	28	13	17
karegrafi	0	0	0	koreografi	28	26	105
tenefüs	0	0	0	teneffüs	1	1	1
üvertür	0	0	0	uvertür	5	5	6
profütürül	0	0	0	profiterol	104	103	121
istakoz	0	0	0	ıstakoz	74	61	104
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	6	6	19
barsak	0	0	0	bağırsak	27	27	33
eskirim	0	0	0	eskrim	5	4	4
hukuğun	0	0	0	hukukun	0	0	1
yannız	0	0	0	yalnız	734	561	812
lağbo	0	0	0	lavabo	0	0	23
deyinmek	0	0	0	değinmek	2	2	2
mahlukatlar	0	0	0	mahlukat	0	0	1
profütür	0	0	0	profiterol	104	103	121
egzos	0	0	0	egzoz	6	6	6
salomance	0	0	0	salamanje	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	8	7	7
teşebüs	0	0	0	teşebbüs	7	5	6
eksozt	0	0	0	egzoz	6	6	6
kaysı	0	0	0	kayısı	54	48	60
çukulata	0	0	0	çikolata	452	358	657
lavobo	0	0	0	lavabo	0	0	23
seyehat	0	0	0	seyahat	183	152	450
allerji	0	0	0	alerji	2	2	9
gangaster	0	0	0	gangster	4	2	4
entrasan	0	0	0	enteresan	92	88	99
bisküüt	0	0	0	bisküvi	13	13	13
azarbeycan	0	0	0	azerbaycan	8	8	18
şanzuman	0	0	0	şanzıman	0	0	0
münübüs	0	0	0	minibüs	10	8	31
kalemşör	0	0	0	kalemşor	0	0	0
sandoviç	0	0	0	sandviç	91	73	134
deyil	0	0	0	değil	4076	2289	2640
ahpab	0	0	0	ahbap	17	17	28
pisküvi	0	0	0	bisküvi	13	13	13
törörist	0	0	0	terörist	15	11	20
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	1
sohpet	0	0	0	sohbet	1575	970	1178
kipri	0	0	0	kirpi	4	4	9
tadilatlar	0	0	0	tadilat	14	14	22
ceryan	0	0	0	cereyan	2	2	2
kokareç	0	0	0	kokoreç	97	94	99
candarma	0	0	0	jandarma	20	15	24
nülüfer	0	0	0	nilüfer	368	218	239
poça	0	0	0	poğaça	6	6	32
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	2	1	1
halisünasyon	0	0	0	halüsinasyon	0	0	0
ilizyon	0	0	0	illüzyon	0	0	17
yayınlamak	0	0	0	yayımlamak	2	2	4
istambul	0	0	0	istanbul	3368	2019	2865
parlemento	0	0	0	parlamento	10	8	10
trabzan	0	0	0	tırabzan	0	0	0
klavuz	0	0	0	kılavuz	5	5	19
olaraktan	0	0	0	olarak	7969	3241	3242
dabruka	0	0	0	darbuka	45	45	65
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	3	3	4
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	708	462	694
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	15	12	14
komünükasyon	0	0	0	komünikasyon	0	0	4
mağma	0	0	0	magma	3	3	3
beyenmek	0	0	0	beğenmek	4	4	4
mazohist	0	0	0	mazoşist	4	4	4
okşizen	0	0	0	oksijen	36	24	33
çekinser	0	0	0	çekimser	13	12	12
eksoz	0	0	0	egzoz	6	6	6
labaratuar	0	0	0	laboratuvar	13	13	22
laylon	0	0	0	naylon	10	8	8
revanş	0	0	0	rövanş	0	0	5
techizat	0	0	0	teçhizat	0	0	1
payton	0	0	0	fayton	2	2	4
müsayit	0	0	0	müsait	20	19	20
aliminyum	0	0	0	alüminyum	2	2	3
mahsuz	0	0	0	mahsus	12	12	14
diyaloga	0	0	0	diyaloğa	1	1	1
vürüs	0	0	0	virüs	12	5	7
aporlor	0	0	0	hoparlör	0	0	3
statyum	0	0	0	stadyum	28	28	70
yannış	0	0	0	yanlış	409	314	394
parlementer	0	0	0	parlamenter	1	1	3
parelel	0	0	0	paralel	13	13	16
karemel	0	0	0	karamel	25	25	114
manüpülasyon	0	0	0	manipülasyon	0	0	0
fesetmek	0	0	0	feshetmek	0	0	0
kilot	0	0	0	külot	12	10	14
herkeş	0	0	0	herkes	1489	1077	1816
pisküüt	0	0	0	bisküvi	13	13	13
dekaratör	0	0	0	dekoratör	47	47	62
proğram	0	0	0	program	846	663	1717
fermar	0	0	0	fermuar	9	7	25
kapşon	0	0	0	kapüşon	0	0	3
muşanba	0	0	0	muşamba	0	0	0
seramoni	0	0	0	seremoni	0	0	4
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	1
kordale	0	0	0	kurdele	13	7	17
dispirator	0	0	0	distribütör	0	0	6
aferim	0	0	0	aferin	18	14	14
mokasen	0	0	0	makosen	0	0	0
insiyatif	0	0	0	inisiyatif	3	1	4
deyer	0	0	0	değer	309	276	905
pisiklet	0	0	0	bisiklet	26	22	40
provakatör	0	0	0	provokatör	4	4	6
dökümanter	0	0	0	dokümanter	1	1	1
yımırta	0	0	0	yumurta	174	142	253
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	2	2	7
oğostos	0	0	0	ağustos	300	229	341
assubay	0	0	0	astsubay	3	2	6
meraba	0	0	0	merhaba	254	209	212
prolüfütür	0	0	0	profiterol	104	103	121
ayrıyeten	0	0	0	ayrıca	1495	1108	1168
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	91	73	134
akrapol	0	0	0	akropol	1	1	3
oparasyon	0	0	0	operasyon	68	68	153
gömetri	0	0	0	geometri	0	0	5
müraccat	0	0	0	müracaat	19	18	19
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	88	73	75
aşantiyon	0	0	0	eşantiyon	0	0	1
mütahit	0	0	0	müteahhit	49	43	51
ahlağın	0	0	0	ahlakın	0	0	5
evsane	0	0	0	efsane	142	114	263
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	2	2	6
ıskonto	0	0	0	iskonto	2	2	2
amarika	0	0	0	amerika	165	146	1187
gangren	0	0	0	kangren	3	2	2
dekarasyon	0	0	0	dekorasyon	287	234	779
boğça	0	0	0	poğaça	6	6	32
muzur	0	0	0	muzır	10	9	9
layik	0	0	0	laik	8	8	10
eylenmek	0	0	0	eğlenmek	118	117	119
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	43	39	86
küvöz	0	0	0	kuvöz	0	0	4
döküman	0	0	0	doküman	0	0	2
bilader	0	0	0	birader	8	8	15
karekter	0	0	0	karakter	94	78	367
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	1	1	3
