typo	tf	df	sdf	correct	tf	df	sdf
uydurmasyon	0	0	0	uydurma	6	5	8
gazte	0	0	0	gazete	43	32	413
proleterya	0	0	0	proletarya	0	0	0
santranç	0	0	0	satranç	0	0	0
vehamet	0	0	0	vahamet	1	1	5
şemşiye	0	0	0	şemsiye	0	0	3
gravat	0	0	0	kravat	2	2	4
kurdale	0	0	0	kurdele	1	1	7
halisinasyon	0	0	0	halüsinasyon	0	0	0
asvalt	0	0	0	asfalt	0	0	4
süprüz	0	0	0	sürpriz	54	44	51
kolanya	0	0	0	kolonya	0	0	0
dinazor	0	0	0	dinozor	0	0	0
ansımak	0	0	0	anımsamak	0	0	0
atelye	0	0	0	atölye	0	0	1
ekzantrik	0	0	0	eksantrik	0	0	0
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	0	0	0
kokreç	0	0	0	kokoreç	0	0	0
dakka	0	0	0	dakika	49	38	60
döndermek	0	0	0	döndürmek	0	0	0
egsantrik	0	0	0	eksantrik	0	0	0
acenta	0	0	0	acente	0	0	0
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	0
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	0	0	0
cenderme	0	0	0	jandarma	106	42	45
duymamazlık	0	0	0	duymazlık	0	0	0
harfiyat	0	0	0	hafriyat	4	2	2
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	0	0	2
leyen	0	0	0	leğen	0	0	0
satlık	0	0	0	satılık	0	0	0
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	12	10	10
püsküvüt	0	0	0	bisküvi	0	0	0
prooram	0	0	0	program	31	28	211
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	1	1	5
müracat	0	0	0	müracaat	34	21	25
tenbel	0	0	0	tembel	0	0	0
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
sağnak	0	0	0	sağanak	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	2	2	3
bilmemezlik	0	0	0	bilmezlik	0	0	0
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	2	2	2
aşşağı	0	0	0	aşağı	10	10	44
mürüvet	0	0	0	mürüvvet	1	1	1
gometri	0	0	0	geometri	0	0	1
valeybol	0	0	0	voleybol	1	1	3
aşırmasyon	0	0	0	aşırma	0	0	0
fasülye	0	0	0	fasulye	2	1	1
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	3	3	4
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	0	0	0
askari	0	0	0	asgari	66	22	23
ıstanbul	0	0	0	istanbul	479	233	296
hintli	0	0	0	hint	5	4	5
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	2	2	3
tahüt	0	0	0	taahüt	0	0	0
menüsküs	0	0	0	menisküs	0	0	0
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	43	30	33
mütaakip	0	0	0	müteakip	2	2	2
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	27	23	40
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	1
matamatik	0	0	0	matematik	6	4	4
nötür	0	0	0	nötr	1	1	2
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	4	1	1
ciyer	0	0	0	ciğer	2	1	1
sandöviç	0	0	0	sandviç	0	0	0
kollej	0	0	0	kolej	0	0	0
palyanço	0	0	0	palyaço	0	0	0
amaciyle	0	0	0	amacıyla	96	83	83
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	43	33	33
eyitim	0	0	0	eğitim	369	174	208
takikardi	0	0	0	taşikardi	0	0	0
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	1	1	1
romörkör	0	0	0	römorkör	0	0	0
kolleksiyon	0	0	0	koleksiyon	1	1	2
şöför	0	0	0	şoför	5	4	10
eşortman	0	0	0	eşofman	1	1	1
pattiz	0	0	0	patates	1	1	1
kopye	0	0	0	kopya	6	3	6
erezyon	0	0	0	erozyon	0	0	0
kiprik	0	0	0	kirpik	0	0	0
entellektüel	0	0	0	entelektüel	2	2	3
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	0	0	0
ağostos	0	0	0	ağustos	43	30	33
anfi	0	0	0	amfi	0	0	0
tükrük	0	0	0	tükürük	0	0	0
sıvas	0	0	0	sivas	27	9	14
menapoz	0	0	0	menopoz	0	0	0
salomanje	0	0	0	salamanje	0	0	0
yunanlı	0	0	0	yunan	28	13	35
fites	0	0	0	vites	0	0	1
şayibe	0	0	0	şaibe	2	1	4
nalet	0	0	0	lanet	0	0	13
ziğnet	0	0	0	ziynet	0	0	0
aşofman	0	0	0	eşofman	1	1	1
anartar	0	0	0	anahtar	5	5	12
çukolata	0	0	0	çikolata	5	4	4
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	1	1	3
sezeryan	0	0	0	sezaryen	0	0	0
tasviye	0	0	0	tasfiye	21	18	19
ilüzyon	0	0	0	illüzyon	0	0	0
üzre	0	0	0	üzere	451	318	321
şindi	0	0	0	şimdi	425	248	284
sovan	0	0	0	soğan	0	0	2
tasfir	0	0	0	tasvir	4	4	4
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	1	1	1
kanpanya	0	0	0	kampanya	19	14	50
riks	0	0	0	risk	41	25	59
variyetli	0	0	0	zengin	30	18	48
vejeteryan	0	0	0	vejetaryen	0	0	0
tahamül	0	0	0	tahammül	14	11	24
müsbet	0	0	0	müspet	4	4	4
antiparantez	0	0	0	antrparantez	0	0	0
testesteron	0	0	0	testosteron	0	0	0
acizane	0	0	0	naçizane	1	1	1
tolorans	0	0	0	tolerans	5	3	3
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	2	1	1
masus	0	0	0	mahsus	1	1	1
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	0
ezzane	0	0	0	eczane	0	0	1
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	1	1	1
tesbit	0	0	0	tespit	179	112	145
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
maktül	0	0	0	maktul	2	2	3
merağını	0	0	0	merakını	4	3	3
taxi	0	0	0	taksi	1	1	24
tesbih	0	0	0	tespih	9	3	3
barsak	0	0	0	bağırsak	3	3	3
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	28	25	42
yannız	0	0	0	yalnız	50	40	58
lağbo	0	0	0	lavabo	0	0	0
deyinmek	0	0	0	değinmek	1	1	1
usül	0	0	0	usul	29	24	45
zerafet	0	0	0	zarafet	0	0	0
mahlukatlar	0	0	0	mahlukat	0	0	0
motorsiklet	0	0	0	motosiklet	0	0	0
profütür	0	0	0	profiterol	0	0	0
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	23	19	38
eksozt	0	0	0	egzoz	0	0	1
kaysı	0	0	0	kayısı	0	0	1
çukulata	0	0	0	çikolata	5	4	4
megolaman	0	0	0	megaloman	0	0	1
lavobo	0	0	0	lavabo	0	0	0
meyva	0	0	0	meyve	4	4	6
seyehat	0	0	0	seyahat	11	10	23
allerji	0	0	0	alerji	0	0	1
gangaster	0	0	0	gangster	0	0	0
kaparo	0	0	0	kapora	0	0	0
maydonoz	0	0	0	maydanoz	0	0	0
entrasan	0	0	0	enteresan	6	6	8
bisküüt	0	0	0	bisküvi	0	0	0
azarbeycan	0	0	0	azerbaycan	12	8	8
şanzuman	0	0	0	şanzıman	0	0	0
azerbeycan	0	0	0	azerbaycan	12	8	8
münübüs	0	0	0	minibüs	1	1	5
menejer	0	0	0	menajer	0	0	1
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	0	0	0
deyil	0	0	0	değil	1158	584	709
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	0	0	0
mentalite	0	0	0	mantalite	1	1	1
törörist	0	0	0	terörist	82	50	111
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	56	49	63
kipri	0	0	0	kirpi	0	0	1
kontur	0	0	0	kontör	0	0	0
tadilatlar	0	0	0	tadilat	4	3	5
ceryan	0	0	0	cereyan	6	5	5
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	106	42	45
nülüfer	0	0	0	nilüfer	3	3	3
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	0	0	0
halisünasyon	0	0	0	halüsinasyon	0	0	0
ilizyon	0	0	0	illüzyon	0	0	0
istambul	0	0	0	istanbul	479	233	296
trabzan	0	0	0	tırabzan	0	0	0
nisbet	0	0	0	nispet	0	0	5
klavuz	0	0	0	kılavuz	1	1	3
benle	0	0	0	benimle	22	18	18
olaraktan	0	0	0	olarak	2452	1016	1016
dabruka	0	0	0	darbuka	0	0	0
gaste	0	0	0	gazete	43	32	413
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	1	1	1
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	6	6	21
muacir	0	0	0	muhacir	0	0	1
telafuz	0	0	0	telaffuz	4	3	5
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	2	2	2
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	1	1	1
panaroma	0	0	0	panorama	0	0	0
çekinser	0	0	0	çekimser	1	1	1
eksoz	0	0	0	egzoz	0	0	1
labaratuar	0	0	0	laboratuvar	0	0	0
laylon	0	0	0	naylon	0	0	0
revanş	0	0	0	rövanş	2	2	3
techizat	0	0	0	teçhizat	0	0	0
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	15	14	14
aliminyum	0	0	0	alüminyum	0	0	0
mahsuz	0	0	0	mahsus	1	1	1
diyaloga	0	0	0	diyaloğa	3	3	3
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	2	1	1
aporlor	0	0	0	hoparlör	0	0	0
statyum	0	0	0	stadyum	2	2	5
yannış	0	0	0	yanlış	208	148	186
nacizane	0	0	0	naçizane	1	1	1
parelel	0	0	0	paralel	21	21	24
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	4	3	4
fesetmek	0	0	0	feshetmek	0	0	0
filim	0	0	0	film	20	8	25
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	219	143	302
pisküüt	0	0	0	bisküvi	0	0	0
dekaratör	0	0	0	dekoratör	0	0	1
proğram	0	0	0	program	31	28	211
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	0	0	3
kapşon	0	0	0	kapüşon	0	0	0
pantalon	0	0	0	pantolon	4	4	4
muşanba	0	0	0	muşamba	0	0	0
seramoni	0	0	0	seremoni	0	0	1
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	1	1	1
artiz	0	0	0	artist	0	0	2
psikiyatrist	0	0	0	psikiyatr	0	0	0
kordale	0	0	0	kurdele	1	1	7
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	0	0	1
deyer	0	0	0	değer	39	29	616
pisiklet	0	0	0	bisiklet	2	1	1
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	8	4	5
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	0	0	1
oğostos	0	0	0	ağustos	43	30	33
assubay	0	0	0	astsubay	29	18	23
meraba	0	0	0	merhaba	6	5	5
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	181	159	169
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	0	0	0
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	71	47	138
gömetri	0	0	0	geometri	0	0	1
peştemal	0	0	0	peştamal	0	0	0
arefe	0	0	0	arife	0	0	0
müraccat	0	0	0	müracaat	34	21	25
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	0	0	0
aşantiyon	0	0	0	eşantiyon	1	1	1
naturel	0	0	0	natürel	0	0	0
kurdela	0	0	0	kurdele	1	1	7
mütahit	0	0	0	müteahhit	4	3	11
ahlağın	0	0	0	ahlakın	1	1	1
evsane	0	0	0	efsane	3	3	5
ahçı	0	0	0	aşçı	0	0	0
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	0	0	0
amarika	0	0	0	amerika	28	25	59
gangren	0	0	0	kangren	0	0	0
restorant	0	0	0	restoran	0	0	2
dekarasyon	0	0	0	dekorasyon	0	0	0
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	16	14	26
eylenmek	0	0	0	eğlenmek	0	0	0
cimnastik	0	0	0	jimnastik	1	1	1
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	0	0	1
sarmısak	0	0	0	sarımsak	0	0	0
döküman	0	0	0	doküman	5	3	8
bilader	0	0	0	birader	0	0	0
karekter	0	0	0	karakter	1	1	11
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	0	0	0
