typo	tf	df	sdf	correct	tf	df	sdf
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	0	0	0
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	5	4	4
menüsküs	0	0	0	menisküs	0	0	0
çoşku	0	0	0	coşku	0	0	10
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	32	27	35
mütaakip	0	0	0	müteakip	0	0	0
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	33	23	36
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	6	5	6
nötür	0	0	0	nötr	1	1	2
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	0	0	3
ciyer	0	0	0	ciğer	0	0	0
sandöviç	0	0	0	sandviç	3	3	3
kollej	0	0	0	kolej	0	0	1
palyanço	0	0	0	palyaço	0	0	0
amaciyle	0	0	0	amacıyla	91	72	72
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	8	6	6
eyitim	0	0	0	eğitim	115	81	111
takikardi	0	0	0	taşikardi	0	0	0
espiri	0	0	0	espri	5	5	13
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	0	0	2
romörkör	0	0	0	römorkör	0	0	0
kolleksiyon	0	0	0	koleksiyon	2	2	15
şöför	0	0	0	şoför	9	9	27
eşortman	0	0	0	eşofman	0	0	0
müdahele	0	0	0	müdahale	79	54	91
küpür	0	0	0	kupür	0	0	1
pattiz	0	0	0	patates	3	3	3
kopye	0	0	0	kopya	6	2	7
erezyon	0	0	0	erozyon	0	0	0
kiprik	0	0	0	kirpik	0	0	0
entellektüel	0	0	0	entelektüel	4	2	4
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	1	1	1
ağostos	0	0	0	ağustos	32	27	35
anfi	0	0	0	amfi	0	0	0
tükrük	0	0	0	tükürük	0	0	0
sıvas	0	0	0	sivas	1	1	2
menapoz	0	0	0	menopoz	0	0	0
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	21	21	21
kominist	0	0	0	komünist	36	21	21
fites	0	0	0	vites	0	0	2
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	0	0	2
felan	0	0	0	falan	5	3	5
ziğnet	0	0	0	ziynet	0	0	0
aşofman	0	0	0	eşofman	0	0	0
anartar	0	0	0	anahtar	2	2	12
çukolata	0	0	0	çikolata	4	2	5
sitriptiz	0	0	0	striptiz	4	4	4
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	0	0	0
tasviye	0	0	0	tasfiye	2	2	2
ilüzyon	0	0	0	illüzyon	0	0	0
üzre	0	0	0	üzere	259	211	221
egzost	0	0	0	egzoz	0	0	0
şindi	0	0	0	şimdi	166	125	210
sovan	0	0	0	soğan	2	2	2
tasfir	0	0	0	tasvir	1	1	1
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	5	3	3
kanpanya	0	0	0	kampanya	32	16	73
riks	0	0	0	risk	15	15	54
variyetli	0	0	0	zengin	34	27	45
vejeteryan	0	0	0	vejetaryen	0	0	0
tahamül	0	0	0	tahammül	3	2	4
müsbet	0	0	0	müspet	0	0	0
antiparantez	0	0	0	antrparantez	0	0	0
tekrardan	0	0	0	tekrar	68	56	81
testesteron	0	0	0	testosteron	7	5	5
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	3	3	3
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	1	1	1
masus	0	0	0	mahsus	0	0	0
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	1
ezzane	0	0	0	eczane	0	0	1
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	4	2	2
tesbit	0	0	0	tespit	113	85	93
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
maktül	0	0	0	maktul	0	0	3
merağını	0	0	0	merakını	1	1	1
taxi	0	0	0	taksi	6	3	6
tesbih	0	0	0	tespih	3	1	1
barsak	0	0	0	bağırsak	4	3	4
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	12	12	12
yannız	0	0	0	yalnız	27	22	57
lağbo	0	0	0	lavabo	0	0	0
deyinmek	0	0	0	değinmek	6	6	6
zerafet	0	0	0	zarafet	0	0	0
mahlukatlar	0	0	0	mahlukat	0	0	0
profütür	0	0	0	profiterol	0	0	0
egzos	0	0	0	egzoz	0	0	0
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	16	10	18
eksozt	0	0	0	egzoz	0	0	0
kaysı	0	0	0	kayısı	1	1	1
çukulata	0	0	0	çikolata	4	2	5
yalnış	0	0	0	yanlış	57	42	59
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	0	0	0
seyehat	0	0	0	seyahat	42	32	41
allerji	0	0	0	alerji	2	2	2
gangaster	0	0	0	gangster	1	1	1
kaparo	0	0	0	kapora	0	0	0
maydonoz	0	0	0	maydanoz	0	0	0
entrasan	0	0	0	enteresan	4	3	3
bisküüt	0	0	0	bisküvi	9	3	6
azarbeycan	0	0	0	azerbaycan	51	22	24
şanzuman	0	0	0	şanzıman	0	0	0
münübüs	0	0	0	minibüs	6	4	9
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	2
ötenazi	0	0	0	ötanazi	0	0	1
sandoviç	0	0	0	sandviç	3	3	3
deyil	0	0	0	değil	441	284	337
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	9	3	6
törörist	0	0	0	terörist	46	41	74
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	22	20	26
kipri	0	0	0	kirpi	0	0	0
kontur	0	0	0	kontör	0	0	0
tadilatlar	0	0	0	tadilat	5	5	6
ceryan	0	0	0	cereyan	1	1	1
yanlız	0	0	0	yalnız	27	22	57
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	5	3	4
nülüfer	0	0	0	nilüfer	2	2	2
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	10	7	7
halisünasyon	0	0	0	halüsinasyon	1	1	1
ilizyon	0	0	0	illüzyon	0	0	0
netekim	0	0	0	nitekim	10	10	10
istambul	0	0	0	istanbul	145	73	82
parlemento	0	0	0	parlamento	72	27	91
trabzan	0	0	0	tırabzan	0	0	0
nisbet	0	0	0	nispet	0	0	2
klavuz	0	0	0	kılavuz	0	0	3
olaraktan	0	0	0	olarak	1404	792	792
dabruka	0	0	0	darbuka	0	0	0
gaste	0	0	0	gazete	64	36	388
ıstırap	0	0	0	ızdırap	4	2	2
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	2	2	2
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	0	0	2
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	3	2	2
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	3	3	3
çekinser	0	0	0	çekimser	8	7	8
eksoz	0	0	0	egzoz	0	0	0
labaratuar	0	0	0	laboratuvar	4	4	15
laylon	0	0	0	naylon	0	0	0
revanş	0	0	0	rövanş	2	1	2
techizat	0	0	0	teçhizat	1	1	3
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	3	3	4
aliminyum	0	0	0	alüminyum	2	2	2
mahsuz	0	0	0	mahsus	0	0	0
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	14	8	12
aporlor	0	0	0	hoparlör	0	0	1
statyum	0	0	0	stadyum	0	0	3
yannış	0	0	0	yanlış	57	42	59
muaffak	0	0	0	muvaffak	0	0	0
parlementer	0	0	0	parlamenter	7	6	12
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	6	5	6
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	0	0	0
fesetmek	0	0	0	feshetmek	0	0	0
filim	0	0	0	film	49	28	83
herkeş	0	0	0	herkes	57	43	119
pisküüt	0	0	0	bisküvi	9	3	6
dekaratör	0	0	0	dekoratör	0	0	0
personeller	0	0	0	personel	10	9	18
proğram	0	0	0	program	21	17	132
alobora	0	0	0	alabora	1	1	1
fermar	0	0	0	fermuar	0	0	1
kapşon	0	0	0	kapüşon	2	1	2
pantalon	0	0	0	pantolon	7	1	4
muşanba	0	0	0	muşamba	0	0	0
süpriz	0	0	0	sürpriz	29	25	31
seramoni	0	0	0	seremoni	0	0	2
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	2	1	1
artiz	0	0	0	artist	1	1	1
kordale	0	0	0	kurdele	0	0	2
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	0	0	1
insiyatif	0	0	0	inisiyatif	4	4	9
deyer	0	0	0	değer	16	14	188
pisiklet	0	0	0	bisiklet	4	4	5
provakatör	0	0	0	provokatör	0	0	1
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	10	6	8
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	0	0	4
oğostos	0	0	0	ağustos	32	27	35
assubay	0	0	0	astsubay	5	3	3
meraba	0	0	0	merhaba	1	1	1
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	255	213	216
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	3	3	3
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	73	59	135
gömetri	0	0	0	geometri	0	0	0
peştemal	0	0	0	peştamal	0	0	0
müraccat	0	0	0	müracaat	2	2	3
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	0	0	0
aşantiyon	0	0	0	eşantiyon	2	1	1
naturel	0	0	0	natürel	0	0	0
mütahit	0	0	0	müteahhit	0	0	0
ahlağın	0	0	0	ahlakın	0	0	0
evsane	0	0	0	efsane	9	7	18
mürivet	0	0	0	mürüvvet	0	0	0
ahçı	0	0	0	aşçı	2	2	4
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	0	0	0
amarika	0	0	0	amerika	90	46	194
gangren	0	0	0	kangren	1	1	1
dekarasyon	0	0	0	dekorasyon	0	0	0
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	8	6	8
eylenmek	0	0	0	eğlenmek	1	1	1
cimnastik	0	0	0	jimnastik	0	0	0
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	3	2	3
sarmısak	0	0	0	sarımsak	1	1	1
küvöz	0	0	0	kuvöz	0	0	1
döküman	0	0	0	doküman	0	0	0
bilader	0	0	0	birader	0	0	0
karekter	0	0	0	karakter	4	4	16
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	0	0	0
