typo	tf	df	sdf	correct	tf	df	sdf
teferuat	0	0	0	teferruat	0	0	1
herkez	0	0	0	herkes	32	10	11
aptes	0	0	0	abdest	0	0	0
teşfik	0	0	0	teşvik	15	4	5
çünki	0	0	0	çünkü	171	13	13
steteskop	0	0	0	stetoskop	0	0	0
adele	0	0	0	adale	1	1	4
alimünyum	0	0	0	alüminyum	13	5	5
tahtarevalli	0	0	0	tahterevalli	0	0	0
sueter	0	0	0	süveter	0	0	0
mozayik	0	0	0	mozaik	4	1	2
rezarvasyon	0	0	0	rezervasyon	2	2	2
rakkam	0	0	0	rakam	4	3	8
traş	0	0	0	tıraş	0	0	0
südyen	0	0	0	sütyen	0	0	0
canbaz	0	0	0	cambaz	0	0	0
lakayt	0	0	0	lakayıt	0	0	0
azarbaycan	0	0	0	azerbaycan	6	2	2
bilimum	0	0	0	bilumum	0	0	0
pattes	0	0	0	patates	179	13	13
ataç	0	0	0	ataş	0	0	0
aparatif	0	0	0	aperitif	2	2	2
afganlı	0	0	0	afgan	13	1	2
ekistra	0	0	0	ekstra	16	6	8
taşaron	0	0	0	taşeron	0	0	0
florasan	0	0	0	floresan	3	2	2
menecer	0	0	0	menajer	0	0	0
poaça	0	0	0	poğaça	16	4	4
mustarip	0	0	0	muzdarip	0	0	0
distribitör	0	0	0	distribütör	0	0	0
senle	0	0	0	seninle	0	0	0
parağraf	0	0	0	paragraf	0	0	1
alarım	0	0	0	alarm	2	1	2
eşşek	0	0	0	eşek	7	4	5
celatin	0	0	0	jelatin	12	2	2
supab	0	0	0	supap	0	0	0
azemi	0	0	0	azami	0	0	0
mahçup	0	0	0	mahcup	0	0	0
şifai	0	0	0	şifahi	0	0	0
fantazi	0	0	0	fantezi	0	0	0
tenbih	0	0	0	tembih	0	0	0
arabeks	0	0	0	arabesk	0	0	0
tanpon	0	0	0	tampon	2	1	1
atmasyon	0	0	0	uydurma	0	0	1
ultimatom	0	0	0	ültimatom	0	0	0
hoporlör	0	0	0	hoparlör	1	1	1
uydurmasyon	0	0	0	uydurma	0	0	1
gazte	0	0	0	gazete	71	4	9
proleterya	0	0	0	proletarya	0	0	0
santranç	0	0	0	satranç	1	1	1
vehamet	0	0	0	vahamet	0	0	0
şemşiye	0	0	0	şemsiye	1	1	1
gravat	0	0	0	kravat	0	0	0
kurdale	0	0	0	kurdele	2	1	1
kollektif	0	0	0	kolektif	0	0	0
halisinasyon	0	0	0	halüsinasyon	1	1	1
asvalt	0	0	0	asfalt	2	2	2
meslekdaş	0	0	0	meslektaş	0	0	1
süprüz	0	0	0	sürpriz	1	1	1
kolanya	0	0	0	kolonya	1	1	1
dinazor	0	0	0	dinozor	0	0	0
ansımak	0	0	0	anımsamak	0	0	0
atelye	0	0	0	atölye	0	0	3
ekzantrik	0	0	0	eksantrik	0	0	0
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	0	0	0
kokreç	0	0	0	kokoreç	1	1	2
dakka	0	0	0	dakika	140	6	7
döndermek	0	0	0	döndürmek	0	0	1
egsantrik	0	0	0	eksantrik	0	0	0
acenta	0	0	0	acente	0	0	0
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	1
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	4	2	2
cenderme	0	0	0	jandarma	0	0	0
duymamazlık	0	0	0	duymazlık	0	0	0
harfiyat	0	0	0	hafriyat	0	0	0
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	0	0	0
satlık	0	0	0	satılık	0	0	0
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	0	0	0
püsküvüt	0	0	0	bisküvi	36	4	4
prooram	0	0	0	program	13	4	9
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	28	4	5
müracat	0	0	0	müracaat	1	1	1
tenbel	0	0	0	tembel	0	0	3
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
sağnak	0	0	0	sağanak	4	3	3
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	1	1	2
bilmemezlik	0	0	0	bilmezlik	0	0	0
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	0	0	0
aşşağı	0	0	0	aşağı	27	8	12
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	0	0	1
valeybol	0	0	0	voleybol	1	1	1
aşırmasyon	0	0	0	aşırma	1	1	1
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	0	0	0
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	10	2	2
askari	0	0	0	asgari	4	3	3
şevkat	0	0	0	şefkat	0	0	0
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	2	1	1
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	17	6	9
menüsküs	0	0	0	menisküs	0	0	0
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	8	6	6
mütaakip	0	0	0	müteakip	3	1	1
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	17	5	5
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	1	1	1
nötür	0	0	0	nötr	14	3	4
erzağı	0	0	0	erzakı	0	0	1
sütüdyo	0	0	0	stüdyo	2	1	1
ciyer	0	0	0	ciğer	16	5	6
sandöviç	0	0	0	sandviç	4	3	5
kollej	0	0	0	kolej	0	0	0
palyanço	0	0	0	palyaço	0	0	0
amaciyle	0	0	0	amacıyla	139	13	13
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	1	1	5
eyitim	0	0	0	eğitim	138	8	8
siluet	0	0	0	silüet	0	0	0
takikardi	0	0	0	taşikardi	0	0	0
espiri	0	0	0	espri	0	0	0
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	5	2	2
romörkör	0	0	0	römorkör	0	0	0
kolleksiyon	0	0	0	koleksiyon	0	0	0
şöför	0	0	0	şoför	0	0	0
eşortman	0	0	0	eşofman	0	0	0
müdahele	0	0	0	müdahale	8	7	7
küpür	0	0	0	kupür	0	0	0
pattiz	0	0	0	patates	179	13	13
kopye	0	0	0	kopya	1	1	2
erezyon	0	0	0	erozyon	4	2	2
kiprik	0	0	0	kirpik	0	0	0
entellektüel	0	0	0	entelektüel	0	0	1
akapunktur	0	0	0	akupunktur	1	1	1
kavonoz	0	0	0	kavanoz	4	3	5
ağostos	0	0	0	ağustos	8	6	6
anfi	0	0	0	amfi	0	0	1
sıvas	0	0	0	sivas	14	4	4
menapoz	0	0	0	menopoz	10	3	3
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	42	9	9
kominist	0	0	0	komünist	0	0	0
fites	0	0	0	vites	0	0	0
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	0	0	0
felan	0	0	0	falan	0	0	0
ziğnet	0	0	0	ziynet	0	0	0
aşofman	0	0	0	eşofman	0	0	0
anartar	0	0	0	anahtar	68	13	13
çukolata	0	0	0	çikolata	32	5	6
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	1	1	1
sezeryan	0	0	0	sezaryen	0	0	0
tasviye	0	0	0	tasfiye	0	0	0
ilüzyon	0	0	0	illüzyon	1	1	1
üzre	0	0	0	üzere	403	13	13
egzost	0	0	0	egzoz	0	0	0
şindi	0	0	0	şimdi	6	4	5
muhattap	0	0	0	muhatap	0	0	0
sovan	0	0	0	soğan	280	11	11
tasfir	0	0	0	tasvir	3	1	1
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	15	1	1
kanpanya	0	0	0	kampanya	1	1	4
riks	0	0	0	risk	6	1	5
variyetli	0	0	0	zengin	205	6	7
tahamül	0	0	0	tahammül	1	1	1
müsbet	0	0	0	müspet	0	0	0
antiparantez	0	0	0	antrparantez	0	0	0
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	1	1	2
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	0	0	0
masus	0	0	0	mahsus	7	4	4
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	1	1	1
ezzane	0	0	0	eczane	0	0	0
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	0	0	0
tesbit	0	0	0	tespit	40	5	6
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	3	3	3
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	1	1	1
taxi	0	0	0	taksi	0	0	1
tesbih	0	0	0	tespih	0	0	0
barsak	0	0	0	bağırsak	26	4	7
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	0	0	1
hemşeri	0	0	0	hemşehri	0	0	0
yannız	0	0	0	yalnız	15	6	13
lağbo	0	0	0	lavabo	12	3	3
deyinmek	0	0	0	değinmek	2	2	2
mahlukatlar	0	0	0	mahlukat	0	0	0
motorsiklet	0	0	0	motosiklet	0	0	0
profütür	0	0	0	profiterol	3	3	3
egzos	0	0	0	egzoz	0	0	0
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	2	1	1
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	0	0	1
eksozt	0	0	0	egzoz	0	0	0
çukulata	0	0	0	çikolata	32	5	6
yalnış	0	0	0	yanlış	492	13	13
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	12	3	3
seyehat	0	0	0	seyahat	12	7	10
allerji	0	0	0	alerji	1	1	3
gangaster	0	0	0	gangster	0	0	0
kaparo	0	0	0	kapora	0	0	0
entrasan	0	0	0	enteresan	2	2	2
bisküüt	0	0	0	bisküvi	36	4	4
azarbeycan	0	0	0	azerbaycan	6	2	2
şanzuman	0	0	0	şanzıman	0	0	0
azerbeycan	0	0	0	azerbaycan	6	2	2
münübüs	0	0	0	minibüs	0	0	0
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	0
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	4	3	5
deyil	0	0	0	değil	94	7	10
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	36	4	4
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	0	0	0
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	13	5	7
kipri	0	0	0	kirpi	1	1	1
kontur	0	0	0	kontör	0	0	0
ceryan	0	0	0	cereyan	1	1	2
yanlız	0	0	0	yalnız	15	6	13
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	1	1	2
candarma	0	0	0	jandarma	0	0	0
nülüfer	0	0	0	nilüfer	2	1	1
poça	0	0	0	poğaça	16	4	4
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	1	1	2
halisünasyon	0	0	0	halüsinasyon	1	1	1
ilizyon	0	0	0	illüzyon	1	1	1
netekim	0	0	0	nitekim	28	5	5
yayınlamak	0	0	0	yayımlamak	0	0	0
istambul	0	0	0	istanbul	412	13	13
parlemento	0	0	0	parlamento	0	0	0
trabzan	0	0	0	tırabzan	0	0	0
nisbet	0	0	0	nispet	0	0	5
benle	0	0	0	benimle	0	0	0
olaraktan	0	0	0	olarak	3965	13	13
dabruka	0	0	0	darbuka	0	0	0
gaste	0	0	0	gazete	71	4	9
ıstırap	0	0	0	ızdırap	0	0	0
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	0	0	0
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	76	8	11
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	0	0	1
komünükasyon	0	0	0	komünikasyon	3	1	1
mağma	0	0	0	magma	0	0	1
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	41	3	3
panaroma	0	0	0	panorama	0	0	0
çekinser	0	0	0	çekimser	0	0	0
eksoz	0	0	0	egzoz	0	0	0
labaratuar	0	0	0	laboratuvar	5	3	5
laylon	0	0	0	naylon	0	0	1
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	3	3	4
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	1	1	1
aliminyum	0	0	0	alüminyum	13	5	5
mahsuz	0	0	0	mahsus	7	4	4
diyaloga	0	0	0	diyaloğa	0	0	0
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	2	2	4
aporlor	0	0	0	hoparlör	1	1	1
statyum	0	0	0	stadyum	0	0	0
yannış	0	0	0	yanlış	492	13	13
orjinal	0	0	0	orijinal	6	3	3
muaffak	0	0	0	muvaffak	0	0	0
parlementer	0	0	0	parlamenter	3	2	2
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	35	11	11
istihbaratlar	0	0	0	istihbarat	0	0	0
manüpülasyon	0	0	0	manipülasyon	0	0	0
fesetmek	0	0	0	feshetmek	0	0	0
filim	0	0	0	film	51	5	5
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	32	10	11
pisküüt	0	0	0	bisküvi	36	4	4
dekaratör	0	0	0	dekoratör	0	0	1
proğram	0	0	0	program	13	4	9
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	0	0	0
kapşon	0	0	0	kapüşon	0	0	0
pantalon	0	0	0	pantolon	0	0	0
muşanba	0	0	0	muşamba	0	0	0
süpriz	0	0	0	sürpriz	1	1	1
seramoni	0	0	0	seremoni	0	0	2
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
psikiyatrist	0	0	0	psikiyatr	0	0	0
kordale	0	0	0	kurdele	2	1	1
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	6	1	1
insiyatif	0	0	0	inisiyatif	0	0	0
deyer	0	0	0	değer	95	13	13
pisiklet	0	0	0	bisiklet	0	0	1
provakatör	0	0	0	provokatör	0	0	0
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	392	13	13
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	1	1	2
oğostos	0	0	0	ağustos	8	6	6
assubay	0	0	0	astsubay	0	0	0
meraba	0	0	0	merhaba	0	0	0
prolüfütür	0	0	0	profiterol	3	3	3
ayrıyeten	0	0	0	ayrıca	506	13	13
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	4	3	5
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	2	1	2
gömetri	0	0	0	geometri	0	0	1
peştemal	0	0	0	peştamal	0	0	0
arefe	0	0	0	arife	0	0	1
müraccat	0	0	0	müracaat	1	1	1
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	4	4	4
aşantiyon	0	0	0	eşantiyon	0	0	0
kurdela	0	0	0	kurdele	2	1	1
mütahit	0	0	0	müteahhit	0	0	0
ahlağın	0	0	0	ahlakın	0	0	0
evsane	0	0	0	efsane	1	1	6
mürivet	0	0	0	mürüvvet	0	0	0
ahçı	0	0	0	aşçı	51	9	11
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	0	0	0
amarika	0	0	0	amerika	151	6	8
gangren	0	0	0	kangren	0	0	0
restorant	0	0	0	restoran	55	8	11
dekarasyon	0	0	0	dekorasyon	0	0	5
boğça	0	0	0	poğaça	16	4	4
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	0	0	0
eylenmek	0	0	0	eğlenmek	1	1	1
cimnastik	0	0	0	jimnastik	1	1	1
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	12	2	3
küvöz	0	0	0	kuvöz	0	0	0
döküman	0	0	0	doküman	0	0	0
bilader	0	0	0	birader	0	0	0
karekter	0	0	0	karakter	30	6	11
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	0	0	0
