typo	tf	df	sdf	correct	tf	df	sdf
şemşiye	0	0	0	şemsiye	0	0	0
gravat	0	0	0	kravat	1	1	1
kurdale	0	0	0	kurdele	0	0	0
kollektif	0	0	0	kolektif	1	1	1
halisinasyon	0	0	0	halüsinasyon	2	1	1
asvalt	0	0	0	asfalt	1	1	1
meslekdaş	0	0	0	meslektaş	0	0	1
süprüz	0	0	0	sürpriz	0	0	0
kolanya	0	0	0	kolonya	0	0	0
dinazor	0	0	0	dinozor	0	0	0
ansımak	0	0	0	anımsamak	0	0	0
atelye	0	0	0	atölye	2	2	3
ekzantrik	0	0	0	eksantrik	0	0	0
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	1	1	1
kokreç	0	0	0	kokoreç	0	0	0
dakka	0	0	0	dakika	118	10	13
döndermek	0	0	0	döndürmek	1	1	1
egsantrik	0	0	0	eksantrik	0	0	0
acenta	0	0	0	acente	0	0	0
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	0
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	2	1	1
cenderme	0	0	0	jandarma	0	0	0
duymamazlık	0	0	0	duymazlık	0	0	0
harfiyat	0	0	0	hafriyat	1	1	1
ünvan	0	0	0	unvan	1	1	2
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	3	1	3
satlık	0	0	0	satılık	0	0	0
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	0	0	0
püsküvüt	0	0	0	bisküvi	1	1	2
prooram	0	0	0	program	58	14	18
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	176	13	14
müracat	0	0	0	müracaat	1	1	2
tenbel	0	0	0	tembel	1	1	4
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
sağnak	0	0	0	sağanak	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	0	0	1
bilmemezlik	0	0	0	bilmezlik	0	0	0
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	0	0	0
aşşağı	0	0	0	aşağı	23	4	9
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	7	1	6
valeybol	0	0	0	voleybol	0	0	0
aşırmasyon	0	0	0	aşırma	0	0	0
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	0	0	0
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	1	1	1
şevkat	0	0	0	şefkat	0	0	1
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	0	0	0
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	58	7	7
menüsküs	0	0	0	menisküs	0	0	1
çoşku	0	0	0	coşku	0	0	2
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	6	5	5
mütaakip	0	0	0	müteakip	2	2	2
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	43	11	11
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	10	5	8
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	0	0	0
ciyer	0	0	0	ciğer	1	1	2
sandöviç	0	0	0	sandviç	6	3	3
palyanço	0	0	0	palyaço	0	0	0
amaciyle	0	0	0	amacıyla	363	10	10
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	0	0	0
eyitim	0	0	0	eğitim	81	11	12
siluet	0	0	0	silüet	0	0	0
takikardi	0	0	0	taşikardi	1	1	1
espiri	0	0	0	espri	0	0	0
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	40	7	8
romörkör	0	0	0	römorkör	0	0	0
kolleksiyon	0	0	0	koleksiyon	0	0	1
şöför	0	0	0	şoför	1	1	1
eşortman	0	0	0	eşofman	0	0	0
küpür	0	0	0	kupür	0	0	0
pattiz	0	0	0	patates	43	7	7
kopye	0	0	0	kopya	12	3	10
erezyon	0	0	0	erozyon	1	1	3
kiprik	0	0	0	kirpik	2	2	4
entellektüel	0	0	0	entelektüel	1	1	1
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	0	0	3
ağostos	0	0	0	ağustos	6	5	5
sıvas	0	0	0	sivas	12	4	4
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	18	7	7
kominist	0	0	0	komünist	0	0	0
fites	0	0	0	vites	0	0	1
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	0	0	0
felan	0	0	0	falan	0	0	0
ziğnet	0	0	0	ziynet	0	0	0
aşofman	0	0	0	eşofman	0	0	0
anartar	0	0	0	anahtar	514	21	21
çukolata	0	0	0	çikolata	11	4	5
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	0	0	0
tasviye	0	0	0	tasfiye	1	1	1
ilüzyon	0	0	0	illüzyon	0	0	0
üzre	0	0	0	üzere	800	21	21
egzost	0	0	0	egzoz	1	1	1
şindi	0	0	0	şimdi	11	3	4
muhattap	0	0	0	muhatap	0	0	0
sovan	0	0	0	soğan	1	1	3
tasfir	0	0	0	tasvir	0	0	0
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	10	4	4
kanpanya	0	0	0	kampanya	0	0	1
variyetli	0	0	0	zengin	153	18	19
tahamül	0	0	0	tahammül	2	2	2
antiparantez	0	0	0	antrparantez	0	0	0
mevlüt	0	0	0	mevlut	0	0	0
tekrardan	0	0	0	tekrar	284	21	21
mönü	0	0	0	menü	0	0	0
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	17	6	8
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	0	0	0
masus	0	0	0	mahsus	5	2	2
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	0
ezzane	0	0	0	eczane	1	1	2
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	0	0	1
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	1	1	1
taxi	0	0	0	taksi	1	1	4
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	45	2	3
hemşeri	0	0	0	hemşehri	0	0	0
yannız	0	0	0	yalnız	21	6	7
lağbo	0	0	0	lavabo	7	2	3
deyinmek	0	0	0	değinmek	0	0	0
zerafet	0	0	0	zarafet	0	0	0
mahlukatlar	0	0	0	mahlukat	0	0	0
motorsiklet	0	0	0	motosiklet	0	0	0
profütür	0	0	0	profiterol	0	0	0
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
biodizel	0	0	0	biyodizel	3	1	1
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	0	0	0
eksozt	0	0	0	egzoz	1	1	1
kaysı	0	0	0	kayısı	0	0	0
çukulata	0	0	0	çikolata	11	4	5
yalnış	0	0	0	yanlış	558	9	9
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	7	2	3
seyehat	0	0	0	seyahat	10	4	5
gangaster	0	0	0	gangster	0	0	0
kaparo	0	0	0	kapora	0	0	0
entrasan	0	0	0	enteresan	0	0	0
bisküüt	0	0	0	bisküvi	1	1	2
azarbeycan	0	0	0	azerbaycan	1	1	1
şanzuman	0	0	0	şanzıman	1	1	1
azerbeycan	0	0	0	azerbaycan	1	1	1
münübüs	0	0	0	minibüs	0	0	0
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	0
sandoviç	0	0	0	sandviç	6	3	3
deyil	0	0	0	değil	62	8	9
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	1	1	2
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	0	0	0
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	0	0	0
kipri	0	0	0	kirpi	2	2	6
kontur	0	0	0	kontör	0	0	0
tadilatlar	0	0	0	tadilat	0	0	0
yanlız	0	0	0	yalnız	21	6	7
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	0	0	0
nülüfer	0	0	0	nilüfer	0	0	0
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	45	10	11
halisünasyon	0	0	0	halüsinasyon	2	1	1
ilizyon	0	0	0	illüzyon	0	0	0
netekim	0	0	0	nitekim	64	6	6
yayınlamak	0	0	0	yayımlamak	0	0	0
istambul	0	0	0	istanbul	67	8	8
parlemento	0	0	0	parlamento	0	0	2
trabzan	0	0	0	tırabzan	0	0	0
benle	0	0	0	benimle	1	1	1
olaraktan	0	0	0	olarak	6616	21	21
dabruka	0	0	0	darbuka	0	0	0
ıstırap	0	0	0	ızdırap	0	0	0
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	27	4	6
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	0	0	2
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	1	1	1
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	173	15	15
panaroma	0	0	0	panorama	0	0	0
çekinser	0	0	0	çekimser	0	0	0
eksoz	0	0	0	egzoz	1	1	1
labaratuar	0	0	0	laboratuvar	425	14	17
laylon	0	0	0	naylon	10	6	6
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	12	4	4
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	2	1	1
aliminyum	0	0	0	alüminyum	7	4	4
mahsuz	0	0	0	mahsus	5	2	2
diyaloga	0	0	0	diyaloğa	0	0	0
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	64	12	14
aporlor	0	0	0	hoparlör	0	0	0
statyum	0	0	0	stadyum	0	0	0
yannış	0	0	0	yanlış	558	9	9
muaffak	0	0	0	muvaffak	0	0	0
parlementer	0	0	0	parlamenter	2	1	1
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	69	14	15
istihbaratlar	0	0	0	istihbarat	0	0	0
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	1	1	2
fesetmek	0	0	0	feshetmek	1	1	1
filim	0	0	0	film	4	1	4
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	20	8	14
pisküüt	0	0	0	bisküvi	1	1	2
dekaratör	0	0	0	dekoratör	0	0	0
personeller	0	0	0	personel	149	13	13
proğram	0	0	0	program	58	14	18
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	2	1	1
kapşon	0	0	0	kapüşon	0	0	1
pantalon	0	0	0	pantolon	0	0	0
muşanba	0	0	0	muşamba	0	0	0
süpriz	0	0	0	sürpriz	0	0	0
seramoni	0	0	0	seremoni	0	0	1
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
artiz	0	0	0	artist	1	1	1
psikiyatrist	0	0	0	psikiyatr	0	0	0
kordale	0	0	0	kurdele	0	0	0
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
deyer	0	0	0	değer	71	8	9
pisiklet	0	0	0	bisiklet	2	1	1
provakatör	0	0	0	provokatör	0	0	0
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	682	18	18
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
oğostos	0	0	0	ağustos	6	5	5
assubay	0	0	0	astsubay	0	0	0
meraba	0	0	0	merhaba	1	1	1
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	286	13	13
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	6	3	3
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	54	7	10
gömetri	0	0	0	geometri	7	1	6
peştemal	0	0	0	peştamal	0	0	0
arefe	0	0	0	arife	0	0	0
müraccat	0	0	0	müracaat	1	1	2
mazohizm	0	0	0	mazoşizm	0	0	0
aşantiyon	0	0	0	eşantiyon	0	0	0
naturel	0	0	0	natürel	3	1	1
kurdela	0	0	0	kurdele	0	0	0
mütahit	0	0	0	müteahhit	0	0	0
ahlağın	0	0	0	ahlakın	5	2	2
evsane	0	0	0	efsane	0	0	1
mürivet	0	0	0	mürüvvet	0	0	0
ahçı	0	0	0	aşçı	0	0	0
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	4	1	1
amarika	0	0	0	amerika	33	8	15
restorant	0	0	0	restoran	7	4	4
dekarasyon	0	0	0	dekorasyon	0	0	0
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	0	0	0
eylenmek	0	0	0	eğlenmek	0	0	0
cimnastik	0	0	0	jimnastik	0	0	0
fortmanto	0	0	0	portmanto	0	0	0
sarmısak	0	0	0	sarımsak	3	2	3
küvöz	0	0	0	kuvöz	0	0	0
bilader	0	0	0	birader	0	0	0
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	0	0	0
