typo	tf	df	sdf	correct	tf	df	sdf
egzost	0	0	0	egzoz	0	0	0
şindi	0	0	0	şimdi	23	6	7
muhattap	0	0	0	muhatap	12	8	9
sovan	0	0	0	soğan	0	0	0
tasfir	0	0	0	tasvir	18	10	14
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	0	0	0
kanpanya	0	0	0	kampanya	1	1	3
riks	0	0	0	risk	0	0	4
variyetli	0	0	0	zengin	124	16	18
vejeteryan	0	0	0	vejetaryen	0	0	0
tahamül	0	0	0	tahammül	2	2	7
müsbet	0	0	0	müspet	11	7	7
antiparantez	0	0	0	antrparantez	0	0	0
mevlüt	0	0	0	mevlut	0	0	0
tekrardan	0	0	0	tekrar	316	24	24
mönü	0	0	0	menü	0	0	0
testesteron	0	0	0	testosteron	0	0	0
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	2	1	2
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	0	0	1
masus	0	0	0	mahsus	32	14	14
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	0
ezzane	0	0	0	eczane	2	2	2
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	1	1	1
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
merağını	0	0	0	merakını	1	1	1
taxi	0	0	0	taksi	0	0	5
tesbih	0	0	0	tespih	0	0	0
barsak	0	0	0	bağırsak	0	0	0
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	26	9	16
hemşeri	0	0	0	hemşehri	0	0	0
yannız	0	0	0	yalnız	57	10	11
lağbo	0	0	0	lavabo	0	0	0
deyinmek	0	0	0	değinmek	1	1	1
usül	0	0	0	usul	32	13	20
zerafet	0	0	0	zarafet	0	0	0
mahlukatlar	0	0	0	mahlukat	1	1	1
motorsiklet	0	0	0	motosiklet	0	0	0
profütür	0	0	0	profiterol	0	0	0
egzos	0	0	0	egzoz	0	0	0
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	20	6	6
eksozt	0	0	0	egzoz	0	0	0
kaysı	0	0	0	kayısı	0	0	0
çukulata	0	0	0	çikolata	1	1	1
yalnış	0	0	0	yanlış	276	9	12
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	0	0	0
meyva	0	0	0	meyve	5	3	9
seyehat	0	0	0	seyahat	32	11	15
allerji	0	0	0	alerji	0	0	0
gangaster	0	0	0	gangster	0	0	0
kaparo	0	0	0	kapora	0	0	0
maydonoz	0	0	0	maydanoz	0	0	0
entrasan	0	0	0	enteresan	1	1	1
bisküüt	0	0	0	bisküvi	0	0	1
azarbeycan	0	0	0	azerbaycan	33	8	10
şanzuman	0	0	0	şanzıman	0	0	0
münübüs	0	0	0	minibüs	0	0	0
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	0
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	0	0	0
deyil	0	0	0	değil	156	7	8
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	0	0	1
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	0	0	0
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	10	6	10
kipri	0	0	0	kirpi	0	0	0
ceryan	0	0	0	cereyan	28	11	14
yanlız	0	0	0	yalnız	57	10	11
mundar	0	0	0	murdar	0	0	1
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	4	3	3
nülüfer	0	0	0	nilüfer	3	3	3
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	0	0	0
halisünasyon	0	0	0	halüsinasyon	0	0	0
ilizyon	0	0	0	illüzyon	0	0	0
netekim	0	0	0	nitekim	216	13	13
istambul	0	0	0	istanbul	615	13	13
trabzan	0	0	0	tırabzan	0	0	0
benle	0	0	0	benimle	0	0	0
olaraktan	0	0	0	olarak	4152	24	24
dabruka	0	0	0	darbuka	0	0	0
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	0	0	0
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	1	1	1
muacir	0	0	0	muhacir	7	3	5
telafuz	0	0	0	telaffuz	3	2	4
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	1	1	1
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	1	1	1
panaroma	0	0	0	panorama	0	0	0
çekinser	0	0	0	çekimser	0	0	0
eksoz	0	0	0	egzoz	0	0	0
labaratuar	0	0	0	laboratuvar	5	2	2
laylon	0	0	0	naylon	0	0	0
revanş	0	0	0	rövanş	0	0	1
payton	0	0	0	fayton	0	0	1
müsayit	0	0	0	müsait	13	7	7
aliminyum	0	0	0	alüminyum	0	0	0
mahsuz	0	0	0	mahsus	32	14	14
diyaloga	0	0	0	diyaloğa	0	0	0
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	0	0	0
aporlor	0	0	0	hoparlör	0	0	0
statyum	0	0	0	stadyum	6	2	2
yannış	0	0	0	yanlış	276	9	12
orjinal	0	0	0	orijinal	18	7	8
muaffak	0	0	0	muvaffak	21	4	7
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	104	19	20
istihbaratlar	0	0	0	istihbarat	4	2	3
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	0	0	0
fesetmek	0	0	0	feshetmek	0	0	0
filim	0	0	0	film	2	2	3
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	62	16	21
pisküüt	0	0	0	bisküvi	0	0	1
dekaratör	0	0	0	dekoratör	0	0	0
proğram	0	0	0	program	64	11	13
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	0	0	0
kapşon	0	0	0	kapüşon	0	0	0
pantalon	0	0	0	pantolon	1	1	1
muşanba	0	0	0	muşamba	0	0	0
süpriz	0	0	0	sürpriz	0	0	0
seramoni	0	0	0	seremoni	0	0	3
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
artiz	0	0	0	artist	0	0	1
psikiyatrist	0	0	0	psikiyatr	0	0	0
kordale	0	0	0	kurdele	0	0	0
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	0	0	0
deyer	0	0	0	değer	64	11	12
pisiklet	0	0	0	bisiklet	0	0	0
provakatör	0	0	0	provokatör	0	0	0
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	1	1	1
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	15	3	4
oğostos	0	0	0	ağustos	78	10	10
assubay	0	0	0	astsubay	0	0	1
meraba	0	0	0	merhaba	0	0	0
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	274	17	17
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	0	0	0
akrapol	0	0	0	akropol	0	0	2
oparasyon	0	0	0	operasyon	1	1	3
gömetri	0	0	0	geometri	94	6	6
müraccat	0	0	0	müracaat	30	15	15
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	14	4	4
aşantiyon	0	0	0	eşantiyon	0	0	0
naturel	0	0	0	natürel	0	0	0
kurdela	0	0	0	kurdele	0	0	0
mütahit	0	0	0	müteahhit	0	0	0
ahlağın	0	0	0	ahlakın	1	1	2
evsane	0	0	0	efsane	15	7	12
mürivet	0	0	0	mürüvvet	2	1	1
ahçı	0	0	0	aşçı	1	1	2
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	3	1	1
amarika	0	0	0	amerika	54	13	16
gangren	0	0	0	kangren	0	0	0
restorant	0	0	0	restoran	0	0	1
dekarasyon	0	0	0	dekorasyon	2	1	1
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	49	8	8
eylenmek	0	0	0	eğlenmek	0	0	0
cimnastik	0	0	0	jimnastik	10	3	3
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	7	5	9
sarmısak	0	0	0	sarımsak	0	0	0
küvöz	0	0	0	kuvöz	0	0	0
döküman	0	0	0	doküman	0	0	1
bilader	0	0	0	birader	1	1	4
karekter	0	0	0	karakter	17	6	17
egzantrik	0	0	0	eksantrik	4	1	1
pardesü	0	0	0	pardösü	0	0	0
